"open_time","open","high","low","close","volume","close_time","quote_asset_volume","number_of_trades","taker_buy_base_asset_volume","taker_buy_quote_asset_volume"
1684486800000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684486859999,"0.00000000",0,"0.0","0.00000000"
1684486860000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684486919999,"0.00000000",0,"0.0","0.00000000"
1684486920000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684486979999,"0.00000000",0,"0.0","0.00000000"
1684486980000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487039999,"0.00000000",0,"0.0","0.00000000"
1684487040000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487099999,"0.00000000",0,"0.0","0.00000000"
1684487100000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487159999,"0.00000000",0,"0.0","0.00000000"
1684487160000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487219999,"0.00000000",0,"0.0","0.00000000"
1684487220000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487279999,"0.00000000",0,"0.0","0.00000000"
1684487280000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487339999,"0.00000000",0,"0.0","0.00000000"
1684487340000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487399999,"0.00000000",0,"0.0","0.00000000"
1684487400000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487459999,"0.00000000",0,"0.0","0.00000000"
1684487460000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487519999,"0.00000000",0,"0.0","0.00000000"
1684487520000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487579999,"0.00000000",0,"0.0","0.00000000"
1684487580000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487639999,"0.00000000",0,"0.0","0.00000000"
1684487640000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487699999,"0.00000000",0,"0.0","0.00000000"
1684487700000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487759999,"0.00000000",0,"0.0","0.00000000"
1684487760000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487819999,"0.00000000",0,"0.0","0.00000000"
1684487820000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487879999,"0.00000000",0,"0.0","0.00000000"
1684487880000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487939999,"0.00000000",0,"0.0","0.00000000"
1684487940000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684487999999,"0.00000000",0,"0.0","0.00000000"
1684488000000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488059999,"0.00000000",0,"0.0","0.00000000"
1684488060000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488119999,"0.00000000",0,"0.0","0.00000000"
1684488120000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488179999,"0.00000000",0,"0.0","0.00000000"
1684488180000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488239999,"0.00000000",0,"0.0","0.00000000"
1684488240000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488299999,"0.00000000",0,"0.0","0.00000000"
1684488300000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488359999,"0.00000000",0,"0.0","0.00000000"
1684488360000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488419999,"0.00000000",0,"0.0","0.00000000"
1684488420000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488479999,"0.00000000",0,"0.0","0.00000000"
1684488480000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488539999,"0.00000000",0,"0.0","0.00000000"
1684488540000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488599999,"0.00000000",0,"0.0","0.00000000"
1684488600000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488659999,"0.00000000",0,"0.0","0.00000000"
1684488660000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488719999,"0.00000000",0,"0.0","0.00000000"
1684488720000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488779999,"0.00000000",0,"0.0","0.00000000"
1684488780000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488839999,"0.00000000",0,"0.0","0.00000000"
1684488840000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488899999,"0.00000000",0,"0.0","0.00000000"
1684488900000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684488959999,"0.00000000",0,"0.0","0.00000000"
1684488960000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489019999,"0.00000000",0,"0.0","0.00000000"
1684489020000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489079999,"0.00000000",0,"0.0","0.00000000"
1684489080000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489139999,"0.00000000",0,"0.0","0.00000000"
1684489140000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489199999,"0.00000000",0,"0.0","0.00000000"
1684489200000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489259999,"0.00000000",0,"0.0","0.00000000"
1684489260000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489319999,"0.00000000",0,"0.0","0.00000000"
1684489320000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489379999,"0.00000000",0,"0.0","0.00000000"
1684489380000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489439999,"0.00000000",0,"0.0","0.00000000"
1684489440000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489499999,"0.00000000",0,"0.0","0.00000000"
1684489500000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489559999,"0.00000000",0,"0.0","0.00000000"
1684489560000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489619999,"0.00000000",0,"0.0","0.00000000"
1684489620000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489679999,"0.00000000",0,"0.0","0.00000000"
1684489680000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489739999,"0.00000000",0,"0.0","0.00000000"
1684489740000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489799999,"0.00000000",0,"0.0","0.00000000"
1684489800000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489859999,"0.00000000",0,"0.0","0.00000000"
1684489860000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489919999,"0.00000000",0,"0.0","0.00000000"
1684489920000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684489979999,"0.00000000",0,"0.0","0.00000000"
1684489980000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684490039999,"0.00000000",0,"0.0","0.00000000"
1684490040000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684490099999,"0.00000000",0,"0.0","0.00000000"
1684490100000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684490159999,"0.00000000",0,"0.0","0.00000000"
1684490160000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684490219999,"0.00000000",0,"0.0","0.00000000"
1684490220000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684490279999,"0.00000000",0,"0.0","0.00000000"
1684490280000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684490339999,"0.00000000",0,"0.0","0.00000000"
1684490340000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684490399999,"0.00000000",0,"0.0","0.00000000"
1684490400000,"5.3170000","5.3170000","5.3170000","5.3170000","0.0",1684490459999,"0.00000000",0,"0.0","0.00000000"
