"open_time","open","high","low","close","volume","close_time","quote_asset_volume","number_of_trades","taker_buy_base_asset_volume","taker_buy_quote_asset_volume"
1684488120000,"0.1311000","0.1311000","0.1309000","0.1310000","17516",1684488179999,"2295.5583000",20,"9696","1271.1456000"
1684488180000,"0.1310000","0.1310000","0.1309000","0.1310000","23076",1684488239999,"3021.8312000",22,"8536","1117.5488000"
1684488240000,"0.1309000","0.1309000","0.1306000","0.1308000","62995",1684488299999,"8236.3097000",49,"17783","2325.6542000"
1684488300000,"0.1309000","0.1309000","0.1309000","0.1309000","6727",1684488359999,"880.5643000",9,"6727","880.5643000"
1684488360000,"0.1309000","0.1309000","0.1309000","0.1309000","0",1684488419999,"0.0000000",0,"0","0.0000000"
1684488420000,"0.1308000","0.1309000","0.1306000","0.1308000","75697",1684488479999,"9901.7576000",70,"38386","5023.2125000"
1684488480000,"0.1309000","0.1309000","0.1307000","0.1308000","24315",1684488539999,"3181.3504000",25,"8756","1145.7780000"
1684488540000,"0.1309000","0.1309000","0.1309000","0.1309000","3593",1684488599999,"470.3237000",7,"3593","470.3237000"
1684488600000,"0.1309000","0.1309000","0.1307000","0.1308000","18673",1684488659999,"2441.7710000",34,"4617","604.0494000"
1684488660000,"0.1307000","0.1307000","0.1307000","0.1307000","4962",1684488719999,"648.5334000",4,"0","0.0000000"
1684488720000,"0.1307000","0.1308000","0.1307000","0.1308000","29202",1684488779999,"3818.2360000",26,"25519","3336.4996000"
1684488780000,"0.1307000","0.1307000","0.1307000","0.1307000","1150",1684488839999,"150.3050000",1,"0","0.0000000"
1684488840000,"0.1307000","0.1307000","0.1307000","0.1307000","3493",1684488899999,"456.5351000",8,"0","0.0000000"
1684488900000,"0.1308000","0.1310000","0.1308000","0.1309000","22095",1684488959999,"2891.8379000",21,"18991","2485.5243000"
1684488960000,"0.1309000","0.1309000","0.1309000","0.1309000","2206",1684489019999,"288.7654000",3,"0","0.0000000"
1684489020000,"0.1309000","0.1309000","0.1309000","0.1309000","0",1684489079999,"0.0000000",0,"0","0.0000000"
1684489080000,"0.1309000","0.1309000","0.1309000","0.1309000","0",1684489139999,"0.0000000",0,"0","0.0000000"
1684489140000,"0.1310000","0.1310000","0.1310000","0.1310000","776",1684489199999,"101.6560000",4,"776","101.6560000"
1684489200000,"0.1309000","0.1309000","0.1307000","0.1309000","28706",1684489259999,"3756.3427000",32,"1532","200.4095000"
1684489260000,"0.1309000","0.1309000","0.1309000","0.1309000","0",1684489319999,"0.0000000",0,"0","0.0000000"
1684489320000,"0.1308000","0.1308000","0.1308000","0.1308000","3052",1684489379999,"399.2016000",4,"0","0.0000000"
1684489380000,"0.1309000","0.1309000","0.1307000","0.1307000","10562",1684489439999,"1381.2524000",14,"229","29.9761000"
1684489440000,"0.1308000","0.1308000","0.1307000","0.1307000","8327",1684489499999,"1088.5595000",13,"2370","309.9796000"
1684489500000,"0.1307000","0.1309000","0.1307000","0.1308000","20032",1684489559999,"2619.3994000",28,"15200","1987.3738000"
1684489560000,"0.1307000","0.1308000","0.1307000","0.1307000","3867",1684489619999,"505.4930000",6,"761","99.5388000"
1684489620000,"0.1308000","0.1308000","0.1308000","0.1308000","7133",1684489679999,"932.9964000",7,"7133","932.9964000"
1684489680000,"0.1308000","0.1308000","0.1308000","0.1308000","0",1684489739999,"0.0000000",0,"0","0.0000000"
1684489740000,"0.1308000","0.1308000","0.1308000","0.1308000","0",1684489799999,"0.0000000",0,"0","0.0000000"
1684489800000,"0.1307000","0.1308000","0.1307000","0.1307000","9647",1684489859999,"1261.0442000",17,"1813","237.1404000"
1684489860000,"0.1307000","0.1307000","0.1307000","0.1307000","0",1684489919999,"0.0000000",0,"0","0.0000000"
1684489920000,"0.1307000","0.1307000","0.1307000","0.1307000","0",1684489979999,"0.0000000",0,"0","0.0000000"
1684489980000,"0.1307000","0.1307000","0.1306000","0.1306000","30945",1684490039999,"4043.4664000",28,"9109","1189.6354000"
1684490040000,"0.1307000","0.1307000","0.1306000","0.1306000","3781",1684490099999,"494.0511000",6,"2525","330.0175000"
1684490100000,"0.1307000","0.1308000","0.1307000","0.1308000","18425",1684490159999,"2408.3869000",17,"18425","2408.3869000"
1684490160000,"0.1307000","0.1307000","0.1307000","0.1307000","1968",1684490219999,"257.2176000",2,"0","0.0000000"
1684490220000,"0.1308000","0.1308000","0.1308000","0.1308000","1776",1684490279999,"232.3008000",2,"1776","232.3008000"
1684490280000,"0.1308000","0.1308000","0.1308000","0.1308000","12977",1684490339999,"1697.3916000",13,"7971","1042.6068000"
1684490340000,"0.1308000","0.1308000","0.1308000","0.1308000","0",1684490399999,"0.0000000",0,"0","0.0000000"
1684490400000,"0.1309000","0.1309000","0.1307000","0.1309000","13770",1684490459999,"1801.5834000",24,"7147","935.2998000"
